88
2.44486	0	0.0269476
1.78186	-0.663	-0.636052
1.45036	-0.9945	-0.304552
1.28461	-1.16025	-0.138802
1.28461	-0.82875	-0.138802
1.61611	-1.16025	-0.138802
1.61611	-0.82875	-0.138802
1.45036	-0.3315	-0.304552
1.28461	-0.49725	-0.138802
1.28461	-0.16575	-0.138802
1.61611	-0.49725	-0.138802
1.61611	-0.16575	-0.138802
2.11336	-0.9945	-0.304552
1.94761	-1.16025	-0.138802
1.94761	-0.82875	-0.138802
2.27911	-1.16025	-0.138802
2.27911	-0.82875	-0.138802
2.11336	-0.3315	-0.304552
1.94761	-0.49725	-0.138802
1.94761	-0.16575	-0.138802
2.27911	-0.49725	-0.138802
2.27911	-0.16575	-0.138802
1.78186	-0.663	0.689948
1.78186	0.663	-0.636052
1.45036	0.3315	-0.304552
1.28461	0.16575	-0.138802
1.28461	0.49725	-0.138802
1.61611	0.16575	-0.138802
1.61611	0.49725	-0.138802
1.45036	0.9945	-0.304552
1.28461	0.82875	-0.138802
1.28461	1.16025	-0.138802
1.61611	0.82875	-0.138802
1.61611	1.16025	-0.138802
2.11336	0.3315	-0.304552
1.94761	0.16575	-0.138802
1.94761	0.49725	-0.138802
2.27911	0.16575	-0.138802
2.27911	0.49725	-0.138802
2.11336	0.9945	-0.304552
1.94761	0.82875	-0.138802
1.94761	1.16025	-0.138802
2.27911	0.82875	-0.138802
2.27911	1.16025	-0.138802
1.78186	0.663	0.689948
3.10786	-0.663	-0.636052
2.77636	-0.9945	-0.304552
2.61061	-1.16025	-0.138802
2.61061	-0.82875	-0.138802
2.94211	-1.16025	-0.138802
2.94211	-0.82875	-0.138802
2.77636	-0.3315	-0.304552
2.61061	-0.49725	-0.138802
2.61061	-0.16575	-0.138802
2.94211	-0.49725	-0.138802
2.94211	-0.16575	-0.138802
3.43936	-0.9945	-0.304552
3.43936	-0.3315	-0.304552
3.27361	-0.49725	-0.138802
3.27361	-0.16575	-0.138802
3.60511	-0.49725	-0.138802
3.60511	-0.16575	-0.138802
3.10786	-0.663	0.689948
2.77636	-0.9945	0.358448
3.43936	-0.9945	0.358448
3.43936	-0.3315	0.358448
3.10786	0.663	-0.636052
2.77636	0.3315	-0.304552
2.61061	0.16575	-0.138802
2.61061	0.49725	-0.138802
2.94211	0.16575	-0.138802
2.94211	0.49725	-0.138802
2.77636	0.9945	-0.304552
2.61061	0.82875	-0.138802
2.61061	1.16025	-0.138802
2.94211	0.82875	-0.138802
2.94211	1.16025	-0.138802
3.43936	0.3315	-0.304552
3.27361	0.16575	-0.138802
3.27361	0.49725	-0.138802
3.60511	0.16575	-0.138802
3.60511	0.49725	-0.138802
3.43936	0.9945	-0.304552
3.10786	0.663	0.689948
2.77636	0.9945	0.358448
3.43936	0.3315	0.358448
3.43936	0.9945	0.358448
1.326	1.326	1.326
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.663	0.663	0.663
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.663	0.663	0.663
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.3315	0.3315	0.3315
0.3315	0.3315	0.3315
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.16575	0.16575	0.16575
0.3315	0.3315	0.3315
0.663	0.663	0.663
0.3315	0.3315	0.3315
0.3315	0.3315	0.3315
0.3315	0.3315	0.3315
