1013
4.13488	5.34927e-05	0.335545
2.59657	-1.53826	-1.20277
1.82741	-2.30741	-0.43361
1.44283	-1.92283	-0.0490328
1.25054	-2.11512	0.143256
1.25054	-1.73055	0.143256
1.1544	-1.82669	0.0471116
1.1544	-1.6344	0.0471116
1.34669	-1.82669	0.0471116
1.34669	-1.6344	0.0471116
1.63512	-2.11512	0.143256
1.63512	-1.73055	-0.241322
1.63512	-1.73055	0.143256
1.53898	-1.82669	0.0471116
1.53898	-1.6344	0.0471116
1.73127	-1.82669	0.0471116
1.73127	-1.6344	0.0471116
2.21199	-1.92283	-0.0490328
2.0197	-2.11512	0.143256
2.0197	-1.73055	-0.241322
2.0197	-1.73055	0.143256
1.92355	-1.82669	0.0471116
1.92355	-1.6344	0.0471116
2.11584	-1.82669	0.0471116
2.11584	-1.6344	0.0471116
2.40428	-2.11512	0.143256
2.30813	-2.01898	0.0471116
2.50042	-2.01898	0.0471116
2.40428	-1.73055	-0.241322
2.30813	-1.82669	-0.145177
2.30813	-1.6344	-0.145177
2.50042	-1.82669	-0.145177
2.50042	-1.6344	-0.145177
2.40428	-1.73055	0.143256
1.82741	-0.769102	-0.43361
1.44283	-1.15368	-0.0490328
1.25054	-1.34597	0.143256
1.1544	-1.44211	0.0471116
1.1544	-1.24982	0.0471116
1.34669	-1.44211	0.0471116
1.34669	-1.24982	0.0471116
1.25054	-0.96139	0.143256
1.1544	-1.05753	0.0471116
1.1544	-0.865246	0.0471116
1.34669	-1.05753	0.0471116
1.34669	-0.865246	0.0471116
1.63512	-1.34597	0.143256
1.53898	-1.44211	0.0471116
1.53898	-1.24982	0.0471116
1.73127	-1.44211	0.0471116
1.73127	-1.24982	0.0471116
1.63512	-0.96139	0.143256
1.53898	-1.05753	0.0471116
1.53898	-0.865246	0.0471116
1.73127	-1.05753	0.0471116
1.73127	-0.865246	0.0471116
1.44283	-0.384524	-0.0490328
1.25054	-0.576813	0.143256
1.1544	-0.672957	0.0471116
1.1544	-0.480668	0.0471116
1.34669	-0.672957	0.0471116
1.34669	-0.480668	0.0471116
1.25054	-0.192235	0.143256
1.1544	-0.28838	0.0471116
1.1544	-0.0960909	0.0471116
1.34669	-0.28838	0.0471116
1.34669	-0.0960909	0.0471116
1.63512	-0.576813	0.143256
1.53898	-0.672957	0.0471116
1.53898	-0.480668	0.0471116
1.73127	-0.672957	0.0471116
1.73127	-0.480668	0.0471116
1.63512	-0.192235	0.143256
1.53898	-0.28838	0.0471116
1.53898	-0.0960909	0.0471116
1.73127	-0.28838	0.0471116
1.73127	-0.0960909	0.0471116
2.21199	-1.15368	-0.0490328
2.0197	-1.34597	0.143256
1.92355	-1.44211	0.0471116
1.92355	-1.24982	0.0471116
2.11584	-1.44211	0.0471116
2.11584	-1.24982	0.0471116
2.0197	-0.96139	0.143256
1.92355	-1.05753	0.0471116
1.92355	-0.865246	0.0471116
2.11584	-1.05753	0.0471116
2.11584	-0.865246	0.0471116
2.40428	-1.34597	-0.241322
2.40428	-1.34597	0.143256
2.30813	-1.44211	0.0471116
2.30813	-1.24982	0.0471116
2.50042	-1.44211	0.0471116
2.50042	-1.24982	0.0471116
2.40428	-0.96139	0.143256
2.30813	-1.05753	0.0471116
2.30813	-0.865246	0.0471116
2.50042	-1.05753	0.0471116
2.50042	-0.865246	0.0471116
2.21199	-0.384524	-0.0490328
2.0197	-0.576813	0.143256
1.92355	-0.672957	0.0471116
1.92355	-0.480668	0.0471116
2.11584	-0.672957	0.0471116
2.11584	-0.480668	0.0471116
2.0197	-0.192235	0.143256
1.92355	-0.28838	0.0471116
1.92355	-0.0960909	0.0471116
2.11584	-0.28838	0.0471116
2.11584	-0.0960909	0.0471116
2.40428	-0.576813	0.143256
2.30813	-0.672957	0.0471116
2.30813	-0.480668	0.0471116
2.50042	-0.672957	0.0471116
2.50042	-0.480668	0.0471116
2.40428	-0.192235	0.143256
2.30813	-0.28838	0.0471116
2.30813	-0.0960909	0.0471116
2.50042	-0.28838	0.0471116
2.50042	-0.0960909	0.0471116
3.36572	-2.30741	-0.43361
2.98114	-1.92283	-0.0490328
2.78885	-2.11512	-0.241322
2.78885	-2.11512	0.143256
2.69271	-2.01898	0.0471116
2.69271	-2.01898	0.2394
2.885	-2.01898	0.0471116
2.885	-2.01898	0.2394
2.78885	-1.73055	-0.241322
2.69271	-1.82669	-0.145177
2.69271	-1.6344	-0.145177
2.885	-1.82669	-0.145177
2.885	-1.6344	-0.145177
2.78885	-1.73055	0.143256
3.17343	-2.11512	0.143256
3.07729	-2.01898	0.0471116
3.07729	-2.01898	0.2394
3.26958	-2.01898	0.0471116
3.26958	-2.01898	0.2394
3.17343	-1.73055	-0.241322
3.07729	-1.82669	-0.145177
3.07729	-1.6344	-0.145177
3.26958	-1.82669	-0.145177
3.26958	-1.6344	-0.145177
3.17343	-1.73055	0.143256
3.7503	-1.92283	-0.0490328
3.55801	-2.11512	0.143256
3.46186	-2.01898	0.0471116
3.46186	-2.01898	0.2394
3.65415	-2.01898	0.0471116
3.65415	-2.01898	0.2394
3.55801	-1.73055	-0.241322
3.55801	-1.73055	0.143256
3.46186	-1.82669	0.0471116
3.46186	-1.82669	0.2394
3.65415	-1.82669	0.0471116
3.65415	-1.82669	0.2394
3.94259	-2.11512	0.143256
3.94259	-1.73055	-0.241322
3.94259	-1.73055	0.143256
3.84644	-1.82669	0.2394
4.03873	-1.82669	0.0471116
4.03873	-1.82669	0.2394
3.36572	-0.769102	-0.43361
